class,tweet,clean_txt
1,@britneyspears not that it matters but im proud of ur little ass! im n old southern bitch. hang n there baby!,britneyspear matter im proud ur littl ass im n old southern bitch hang n babi
2,@brittbritt_naay &#128514; I'm a wexican,brittbrittnaay  im wexican
1,@brittneycordova don't blame me hoe.... I'm innocent &#128520;,brittneycordova dont blame hoe im innoc 
2,"@britty_jurgens a music suggestion is ""lil spook""",brittyjurgen music suggest lil spook
1,@broneadams yo bitch stay lookin like a clown,broneadam yo bitch stay lookin like clown
1,@brookbristow @BigAssMoustache people gotta bitch about something.,brookbristow bigassmoustach peopl gotta bitch someth
1,"@brookeschade @piperleigh_ @cass_uhhh_deee @baylee247 all of yall stfu, your all pussies and won't do shit",brookeschad piperleigh cassuhhhdee  yall stfu pussi wont shit
1,@brotherbill7 thirsty hoes &#128129;, thirsti hoe 
0,@brrrrangadang this nigga &#128529;&#128529;.. know damn well you a coon,brrrrangadang nigga  know damn well coon
1,@bsails33 dyke ron&#127752;&#127917;&#128514;, dyke 
1,@buffprobzzz the dude took off running like a bitch!,buffprobzzz dude took run like bitch
1,"@burke113 @donthebear ""..the nig..""? ok, you're the big time shit talker on twitter no name, no face, no info", donthebear nig ok your big time shit talker twitter name face info
2,@butterfliesblue I heard green tea makes you lose weight.... And Imma coon so that explains the watermelon,butterfliesblu heard green tea make lose weight imma coon explain watermelon
1,@bygbootiejuliie just FaceTime Doms bitch ass,bygbootiejulii facetim dom bitch ass
2,@c00ntact @KevinI bumcia is trash smfh I would've thought he would have gone after Khan but what you said makes sense, kevini bumcia trash smfh wouldv thought would gone khan said make sens
2,@c_drew_ I'm guessing so. The players are talking trash.,cdrew im guess player talk trash
1,@c_mccann23 fuck yes we are &#128540; triple xp nigguh, fuck yes  tripl xp nigguh
1,"@caitnicole3 I'm not sure, I'm a broke nig &#128542;", im sure im broke nig 
2,@cakedjake We're laying rock around our lake. You're welcome to join a redneck workout. #muscles &#128170;&#128513;,cakedjak lay rock around lake your welcom join redneck workout muscl 
1,"@calissstaaa cause you're a damn border bunny, you forget already?",calissstaaa caus your damn border bunni forget alreadi
1,@calumlove1997 might havti give you a visit. This cunt isn't going to have a family when im done., might havti give visit cunt isnt go famili im done
1,@cambreezy_ @AndrewWayne2 @thereal_EMandM it ain't retarded. He's my cousin. Lmao.,cambreezi  therealemandm aint retard hes cousin lmao
0,@cambreezy_ @TheLittleFella_ she spelled faggots with an e you're so cool lol,cambreezi thelittlefella spell faggot e your cool lol
1,@cameron_ast @lanahudsonnn @ijrojo bitch shut the fuck and follow what u say nigga,cameronast lanahudsonnn ijrojo bitch shut fuck follow u say nigga
1,@cameron_ast @lanahudsonnn are u fucking still talking bitch I wanna see that I don't give a fuck about your ugly ass girlfriend son,cameronast lanahudsonnn u fuck still talk bitch wanna see dont give fuck ugli ass girlfriend son
1,@cameron_ast @lanahudsonnn bitch and the fuck u wanna do about then nigga stfu talking and do something,cameronast lanahudsonnn bitch fuck u wanna nigga stfu talk someth
2,@caraabastow That's a cute and fuzzy one...hehehe ;),caraabastow that cute fuzzi oneheheh 
2,"@caritoguey 02' Charcoal 7s are pre-owned, no sole wear or scuffs Size 10.5, Cherry 12's DS size 11.5",caritoguey  charcoal  preown sole wear scuff size  cherri  ds size 
2,@carlybaejepsen trash,carlybaejepsen trash
1,@carlybutler96 just texted yea queer bait &#128536;, text yea queer bait 
2,@carolinebakkk those were bumblebees....,carolinebakkk bumblebe
2,@carpedehope not if you're standing in btw the yellow lines,carpedehop your stand btw yellow line
1,@carterboy_leake @italian_montana @tyg235 chill your dad gets more bitches at school than you do griff,carterboyleak italianmontana  chill dad get bitch school griff
1,@cass_uhhh_deee do it pussy,cassuhhhdee pussi
1,@catleesh_ I have small pussy size plugs,catleesh small pussi size plug
2,@caycifish What is that monkey doing to those poor bottles?,caycifish monkey poor bottl
0,@caykelly16 @MadisonEarhart u guys are fags., madisonearhart u guy fag
1,@caylanashlee cause everyone just loves yo bitch ass rite? Yea sure...,caylanashle caus everyon love yo bitch ass rite yea sure
1,@caylinwillis Fuck the Yankees,caylinwilli fuck yanke
1,@cb_marie as u should that's jus a clutch ass spot bitch we in there for the turn up &#128553;&#128553;&#128553;,cbmari u that jus clutch ass spot bitch turn 
1,@cb_marie bitch yessssssss&#128586;&#128551; omg I jus saw one of em yesterday I'm in disbelief I rode by like oh that's court bro now I'm lost,cbmari bitch  omg jus saw one em yesterday im disbelief rode like oh that court bro im lost
1,"@cbfollowheidi black girls are so funny, why can't you talk literate? It's pathetic, dick riding die hard fan rofl, you disgust me, retard.",cbfollowheidi black girl funni cant talk liter pathet dick ride die hard fan rofl disgust retard
1,@cbfollowheidi bye ugly hoe please do something about that nasty horse hair weave.,cbfollowheidi bye ugli hoe pleas someth nasti hors hair weav
1,@ccass357 @Liveitupjersey real Serious in CT! Bunch of whiney cunts!, liveitupjersey real serious ct bunch whiney cunt
1,@cdnrod And they bitch cause police showed in force.They were the only thing preventing them from getting turned in2 road kill #I70Shutdown,cdnrod bitch caus polic show forcethey thing prevent get turn  road kill 
2,@cgoodwoman @stevenadamswv Crystal probably only person in world interested in my poor black hillbilly:Jamaica::poor white hillbilly:WV idea,wv idea
1,@chandraingram95 sounds like you bout to smack a hoe, sound like bout smack hoe
1,@chanel_2Playa @TODDIE_soPLAYER nigga you proud of 80% I was in that bitch 99.99% the .01% is from me going to get the weed out the car, toddiesoplay nigga proud  bitch   go get weed car
1,@chanelisabeth @Emmasayshai #icanhashtaghoweveriwant #bitch,chanelisabeth emmasayshai icanhashtaghoweveriw bitch
1,@chanelisabeth I drive illegally retard,chanelisabeth drive illeg retard
1,"@chanelisabeth I'm subtweeting my sister, hoe",chanelisabeth im subtweet sister hoe
1,@chanelisabeth cuz ur a bird bitch,chanelisabeth cuz ur bird bitch
1,@chanelisabeth fuck yo bitch ass then,chanelisabeth fuck yo bitch ass
0,@chanelisabeth that nigger music,chanelisabeth nigger music
1,"@chanelisabeth well you're a first class bitch. So go on with your bitch life, bitch",chanelisabeth well your first class bitch go bitch life bitch
1,@charlieecai ok!!!!! Stupid bitch,charlieecai ok stupid bitch
2,@charlierose @jdickerson racist @NorahODonnell Texas trash GWBush came to WH numb remember he and Republicans stole the election,charlieros jdickerson racist norahodonnel texa trash gwbush came wh numb rememb republican stole elect
2,@charlierose @jdickerson racist@NorahODonnell Tx trash there's no comparison betwn Pres Obama n GWBush rt poll will show He's supported 100%,charlieros jdickerson racistnorahodonnel tx trash there comparison betwn pres obama n gwbush rt poll show hes support 
2,@charliesheen Charlie PLEASE STOP. from 1 ole fart 2 another...,charliesheen charli pleas stop  ole fart  anoth
2,"@charliesheen Charlie, im an old lady. don't EVER SAY UGLY THINGS ABOUT UR CHILDRENS MOM.. I GET IT!!!, JUS DONT! BIG HUG",charliesheen charli im old ladi dont ever say ugli thing ur children mom get jus dont big hug
2,@charloosss @keepitplur @nicoleariel_ I'll chug my tall can . but homegirl won't approve lol,charloosss keepitplur nicoleariel ill chug tall  homegirl wont approv lol
1,@charmarie hoe you are doing good too!,charmari hoe good
1,@chase_wickett @LangKeaton bitch im waitin on my chicken nuggets,chasewickett langkeaton bitch im waitin chicken nugget
2,@cheetahxcheeks lol trash I would of kept it if she was cute,cheetahxcheek lol trash would kept cute
1,@chelsiielynn &#128514;&#128514;&#128514; you tried to bit my bottom lip off like it was a snack bitch,chelsiielynn  tri bit bottom lip like snack bitch
0,@chemicalkidss this bitch look like a fucking white trash Trailer park queen lookin man bear pig. http://t.co/fqyXLJYIET,tcofqyxljyiet
1,@chesteredits @nacbiller not as bad as a former PsyQo nigger THAT LIKES ANIME,chesteredit nacbil bad former psyqo nigger like anim
1,@chloeforsale wigg I love you bitch &#128536;,chloeforsal wigg love bitch 
2,"@chris2x @NevadaPR Camels, ostriches and zebras! See you at the races! #VCCamelRaces", nevadapr camel ostrich zebra see race vccamelrac
1,@chris_hardardt7 pussy?, pussi
2,@chrisbickert i want it! I love her gooks! she is awesome where did you get it?,chrisbickert want love gook awesom get
1,"@chrisbrown @cmpunk If by ""amusing"" you mean ""Makes you cry like a bitch,"" then yeah, I'd agree.",chrisbrown cmpunk amus mean make cri like bitch yeah id agre
1,@chriscurtis410 I agree the fat bitches the only girls left not gettin passed around, agre fat bitch girl left gettin pass around
1,@chriscurtis410 they be tryna b on the low but one day these bitches gonna realize some niggas talk more then them l&#128514;, tryna b low one day bitch gonna realiz nigga talk 
1,@chrisrmz95 dude was a bitch nigga and took off running, dude bitch nigga took run
2,@christianvansly haha I'm shocked barca got more yellow cards this time,christianvansli haha im shock barca got yellow card time
2,@chucktodd @meetthepress he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...,chucktodd meetthepress walk amp  littl bird pitch doorstep sing sweet song melodi pure amp true say 
1,"@chvrlesGoldie like Hov said ""we all ghetto b"" lol",chvrlesgoldi like hov said ghetto b lol
1,@cj_menaa1 &#128553;&#128553;&#128514;&#128514; nigga doing the duggy on dem dead hoes lol,  nigga duggi dem dead hoe lol
1,@claire_ming get some orange hoe,clairem get orang hoe
2,@clangloisss hmu negro,clangloisss hmu negro
2,"@claraoswined cute, but I love her yellow raincoat the most, the contrast with that&amp;her hair looks so cute! :P I love her face in your icon!",p love face icon
1,@classy_girls bruh u such a pussy just talk,classygirl bruh u pussi talk
2,@cleggzta Ho ho ho.,cleggzta ho ho ho
1,@clfrew27 bitch, bitch
1,@clfrew27 ill slap a hoe, ill slap hoe
0,"@clinchmtn316 @sixonesixband AMERICA today, the rule of thumb is: when in doubt, blame ""whitey""", doubt blame whitey
1,@cluis838 them peeps who bitches, peep bitch
2,@cnnbrk let me guess they have yellow cake too? Same crap different president,cnnbrk let guess yellow cake crap differ presid
1,@coL_ACHES Why do you bitch about everything?,colach bitch everyth
1,@cody_laws @ me bitch. When and where?,codylaw  bitch
0,@coffincreepxx you had to throw in the faggot word smh smh smh,coffincreepxx throw faggot word smh smh smh
1,@colinkane ur the tool for posting a vid of a dude pacing! Especially when u were too pussy to film his face!!!,colinkan ur tool post vid dude pace especi u pussi film face
1,@collegefession you are a bitch!!!!,collegefess bitch
1,"@collinaudre - see, that's why ya ass never need to go out. tryna go ape shit.&#128514;",collinaudr  see that ya ass never need go tryna go ape 
2,@contrarian11 @YouTube yeah. great song. just watching the MSG concert of 1990 Yankee Stadium gig., youtub yeah great song watch msg concert  yanke stadium gig
1,"@coolieDAGGERA @CapoToHeaven why wld u wanna be a faggot, dude? That's faggot like",cooliedaggera capotoheaven wld u wanna faggot dude that faggot like
1,@coolstorysam @MorgannnDee i thought you had some fucked up birth defect that made your nips heart shaped lmao.,coolstorysam morgannnde thought fuck birth defect made nip heart shape lmao
1,@cooney_mane @nflcommish it's not right but it's the rule. The nfl has a strike policy for drugs and josh Gordon is retarded,cooneyman nflcommish right rule nfl strike polici drug josh gordon retard
1,@corey_emanuel bet... My trash ass self is just that petty,coreyemanuel bet trash ass self petti
1,@corey_emanuel bet.... Pay back is a bitch,coreyemanuel bet pay back bitch
1,@corrinybug YASSS bitch YASSS! I wonder if penny passed &#128514;,corrinybug yasss bitch yasss wonder penni pass 
1,@coryw182 I'm tired bitch &#128532;, im tire bitch 
0,"@coughlan616 Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.
Anti-zionist is a codeword for antisemite.", your racist white peopl whigger antiracist codeword antiwhiteantizionist codeword antisemit
1,@covrtneyyy that was for other bitches lol you cute tho wassup GIMMI YO NUMBA&#128299; IMMA NATURAL TOO LMFAOO,covrtneyyy bitch lol cute tho wassup gimmi yo  imma natur lmfaoo
2,@craigcalcaterra Hes behind the plate for the game tonight here in AZ. Im looking to buy a red&amp;yellow Balkamania shirt I can tear off there.,craigcalcaterra hes behind plate game tonight az im look buy redampyellow balkamania shirt tear
1,@crazy_mike97 Hold it you fucking bitch, hold fuck bitch
1,@creepgoddess @iPostDickPrints hell no! Where is the pussy print page?,creepgoddess ipostdickprint hell pussi print page
1,@creepgoddess oh? He still talking to other bitches I bet. NONE of my biz tho,creepgoddess oh still talk bitch bet none biz tho
1,@creoleblood @HighClassCapri @verkannt__ like what u bitches wantttt (dmx voice)&#128553;&#128553;&#128553;,creoleblood highclasscapri verkannt like u bitch wantttt dmx 
1,@cristiannt_ bitch I back shit up fuck nigga,cristiannt bitch back shit fuck nigga
1,@cristiannt_ bitch am not gonna shut shit up feel free to join them,cristiannt bitch gonna shut shit feel free join
